GENE	CNTR_R1	CNTR_R2	D14_R1	D14_R2	D21_R1	D21_R2	D7_R1	D7_R2
Hcrt	0	0	0	0	0	0	0	0
Hcrtr1	0.796182464	0	0	0	0	0	0	0
Hcrtr2	347.1355544	396.1500491	852.7831983	856.6929222	744.4467954	569.0132872	766.0792846	698.9476469
Hcst	0.796182464	0	0	3.506246612	1.068072877	1.945344572	3.643658904	0
Hdac1	0	0	0	0	0	0	0	0
Hdac10	0	0	0	0	0	0	0	0
Hdac11	0	0	0	0	1.068072877	0.972672286	0	0
Hdac2	0	0	0	0	0	0	0	0
Hdac3	0	0	4.555465803	3.506246612	1.068072877	3.890689143	1.821829452	0
Hdac4	0	0	0	0	0	0	0	0
Hdac5	7.961824643	14.38168495	81.08729129	87.6561653	89.71812168	88.51317801	47.36756575	51.70786164
Hdac6	0	0	0	0	0	0	0	0
Hdac7	211.7845355	186.9619044	200.4404953	254.7872538	187.9808264	215.9332474	199.490325	200.5908426
Hdac8	7574.083783	7661.515801	3121.405168	3097.184507	4194.322189	4217.507031	4228.466158	4268.57313
Hdac9	118.6311872	90.21238742	62.86542808	60.77494128	77.96932003	88.51317801	89.26964315	82.01936673
Hdc	16.71983175	7.844555427	30.97716746	21.03747967	28.83796768	33.07085772	61.94220137	46.3587725
Hddc2	0.796182464	1.307425905	0	0	0	0.972672286	0	0.891514856
Hddc3	47.77094786	61.44901752	38.26591274	50.25620144	41.65484221	44.74292515	17.30737979	19.61332683
Hdgf	202.2303459	226.1846815	174.9298868	115.7061382	208.274211	209.1245414	211.3322164	196.1332683
Hdgfl1	6084.426392	6399.849803	8215.327029	10378.48997	7086.66354	5722.231057	5133.915396	5386.532759
Hdgfrp2	573.2513743	571.3451203	1212.664997	937.3365943	1695.031656	1435.664294	862.6362455	815.7360931
Hdgfrp3	0	0	0	0	0	0	0	0
Hdhd1a	0	0	0	0	0	0	0	0
Hdhd2	0	0	0.911093161	2.337497741	0	0	0.910914726	1.783029712
Hdhd3	441.8812677	428.8356967	461.9242324	476.8495392	459.2713372	457.1559743	493.7157815	473.3943884
Hdlbp	330.4157227	350.3901424	400.8809906	393.8683694	302.2646242	293.7470303	289.6708829	295.9829321
Hdx	610.6719501	564.8079908	440.9690897	527.1057407	459.2713372	553.4505306	513.7559055	568.786478
Heatr1	3648.108052	3622.877182	2696.835755	3260.809349	2626.391205	2579.526902	2454.004272	2663.846389
Heatr2	523.0918791	499.4366955	797.2065155	811.1117163	604.5292485	663.3624989	637.6403082	676.6597756
Heatr3	341.5622772	372.6163828	567.611039	687.224336	487.041232	437.7025286	437.2390685	475.1774181
Heatr5a	0	0	0.911093161	1.168748871	0	0	0	0
Heatr5b	951.4380449	964.8803176	57.39886911	24.54372628	104.671142	114.7753297	254.1452086	251.4071893
Heatr6	2.388547393	2.614851809	5.466558963	2.337497741	2.136145754	0	2.732744178	1.783029712
Heatr9	906.0556444	872.0530784	1096.045072	1169.91762	1141.769906	1250.85656	1328.11367	1443.362552
Hebp1	0	0	0	0	0	0	0	0
Hebp2	348.7279194	367.3866792	473.7684435	473.3432926	397.3231103	365.7247795	366.1877198	372.6532097
Heca	1452.236815	1490.465531	843.6722667	798.2554787	897.1812168	1049.513396	1092.186756	1131.332352
Hectd1	13.53510189	10.45940724	4.555465803	9.349990966	3.204218632	1.945344572	3.643658904	8.023633702
Hectd2	143.3128436	143.8168495	328.904631	361.143401	283.0393125	270.4028955	220.4413637	195.2417534
Hectd3	84.39534122	90.21238742	157.6191168	205.6998012	90.78619456	121.5840357	53.74396883	56.16543592
Hecw1	0	0	0	0	0	0	0	0
Hecw2	0	0	0	0	0	0	0	0
Heg1	1.592364929	0	3.644372642	0	0	3.890689143	0.910914726	0
Helb	7.961824643	9.151981332	10.02202477	10.51873984	6.408437263	11.67206743	18.21829452	13.37272284
Hells	0	0	0	0	0	0	0	0
Helq	174.3639597	164.735664	130.286322	121.5498826	153.8024943	180.9170452	198.5794103	189.8926643
Helt	0	0	0	0	0	0	0	0
Helz	42.19767061	18.30396266	2.733279482	4.674995483	1.068072877	8.754050572	6.376403082	8.023633702
Helz2	0	1.307425905	0	0	0	0	0	0
Hemgn	0	2.614851809	4.555465803	8.181242095	10.68072877	15.56275657	7.287317808	7.132118846
Hemk1	7.165642179	1.307425905	71.06526652	64.28118789	20.29338467	10.69939514	19.12920925	16.93878226
Hemt1	0	0	0	0	0	0	0	0
Henmt1	2840.779033	2851.495898	1814.897576	954.8678274	2061.380653	2506.57648	3814.910872	3488.497631
Hepacam	0	0	0	0	0	0	0	0
Hepacam2	0	0	0	0	0	0	0	0
Heph	0	0	0	0	0	0	0	0
Hephl1	0	0	0	0	0	0	0	0
Herc1	4.777094786	1.307425905	1.822186321	3.506246612	3.204218632	1.945344572	0.910914726	1.783029712
Herc2	0	0	0	0	0	0	0	0
Herc3	354.3011966	338.6233093	418.1917607	381.0121318	437.9098796	490.226832	412.6443709	397.6156257
Herc4	0	0	1.822186321	0	3.204218632	0	0	0.891514856
Herc6	0	0	0	0	0	0	0	0
Herpud1	0	0	0	0	0	0	0	0
Herpud2	0	1.307425905	0	0	0	0	0	0
Hes1	0	0	0	0	0	0	0	0
Hes2	0	0	0	0	0	0	0	0
Hes3	24894.23711	26727.70777	5524.868926	6003.862949	5975.867748	6270.818227	6719.817934	7108.047945
Hes5	365.4477511	333.3936057	646.876144	787.7367388	557.5340419	487.3088152	419.020774	435.0592496
Hes6	0	0	0	0	0	0	0	0
Hes7	0	0	0	0	0	0	0	0
Hesx1	277.0714976	266.7148845	559.4112006	597.2306729	397.3231103	243.1680714	452.7246188	380.6768434
Hexa	0	1.307425905	0	0	0	0	0	0
Hexb	0	0	0	0	0	0	0	0
Hexdc	0	0	0	0	0	0	0	0
Hexim1	0	0	0	0	0	0	0	0
Hexim2	2.388547393	5.229703618	4.555465803	3.506246612	2.136145754	1.945344572	0.910914726	1.783029712
Hey1	2.388547393	5.229703618	11.84421109	7.012493224	6.408437263	10.69939514	10.02006199	8.915148558
Hey2	1540.613068	1395.02344	692.430802	604.2431662	1167.403655	909.4485872	939.1530825	943.2227174
Heyl	1078.031057	1028.944187	932.0483032	835.6554425	1053.119857	1121.491146	1269.815128	1209.785659
Hfe	792.201552	856.3639675	542.1004305	434.7745799	682.4985685	719.7774915	872.6563075	854.0712319
Hfe2	281.8485924	300.7079581	1332.929294	1386.136161	1405.583906	1607.827288	1717.985173	1776.789108
Hfm1	0.796182464	1.307425905	0	1.168748871	0	0	0	0.891514856
Hgd	0.796182464	1.307425905	0	0	0	0	0.910914726	0
Hgf	1435.516983	1447.320476	1420.394237	1910.904404	1272.074797	974.6176304	815.2686798	772.0518651
Hgfac	0	0	0.911093161	0	0	0.972672286	0	0
Hgs	656.8505331	662.8649336	1071.445557	1029.667755	1000.784286	906.5305704	908.1819818	768.4858057
Hgsnat	0.796182464	0	3.644372642	2.337497741	1.068072877	1.945344572	0.910914726	0
Hhat	351.9126492	332.0861798	134.8417878	142.5873622	264.8820735	315.1458206	206.7776428	173.8453969
Hhatl	0	0	0	0	0	0	0	0
Hhex	417.9957938	406.6094563	163.9967689	112.1998916	194.3892636	177.026356	175.8065421	220.2041694
Hhip	39.80912322	56.2193139	83.82057077	100.5124029	55.53978961	95.32188401	90.18055787	76.6702776
Hhipl1	0	0	0	0	0	0	0	0
Hhipl2	414.0148814	368.6941051	268.7724824	226.7372809	362.0767054	386.1508975	403.5352236	419.9034971
Hhla1	1575.645097	1506.154642	709.7415721	604.2431662	769.0124716	784.9465346	737.8409281	681.1173498
Hiat1	3.184729857	1.307425905	4.555465803	2.337497741	5.340364386	5.836033715	1.821829452	3.566059423
Hiatl1	2.388547393	1.307425905	4.555465803	9.349990966	4.272291509	5.836033715	1.821829452	3.566059423
Hibadh	10.35037204	18.30396266	19.13295637	23.37497741	13.8849474	12.64473972	18.21829452	16.93878226
Hibch	525.4804265	509.8961028	540.2782442	590.2181797	532.9683657	598.1934558	531.9742	563.4373889
Hic1	1160.037851	1330.959571	10680.74512	10990.91438	11624.9052	11526.16659	11690.67959	11432.78651
Hic2	172.7715948	193.4990339	252.3728055	264.1372448	189.0488993	211.069886	216.7977048	222.878714
Hid1	49.36331279	39.22277714	62.86542808	91.16241191	65.15244551	55.44232029	44.63482157	68.6466439
Hif1a	1439.497895	1404.175422	992.1804518	1008.630275	1492.097809	1550.439624	1696.12322	1815.124246
Hif1an	0	0	0	0	0	0	0	0
Hif3a	1205.420251	1230.287776	380.8369411	287.5122222	536.1725843	674.0618941	826.1996565	820.1936673
Higd1a	1246.821739	1418.557106	719.7635968	668.524354	940.9722048	933.7653944	1037.531873	1042.180866
Higd1b	589.1750236	524.2777877	276.0612276	196.3498103	318.2857174	310.2824592	361.6331462	382.4598731
Higd1c	890.1319951	1000.180817	2501.861819	3711.946413	2036.814977	1798.471056	1409.185081	1365.800759
Higd2a	1.592364929	3.922277714	4.555465803	1.168748871	1.068072877	0.972672286	3.643658904	2.674544567
Hilpda	148.8861208	169.9653676	256.9282713	216.2185411	238.1802516	216.9059197	188.5593483	205.9399317
Hils1	0	1.307425905	1.822186321	1.168748871	2.136145754	1.945344572	1.821829452	0
Hinfp	1902.079907	1813.39973	1350.240064	1529.892272	1461.123696	1056.322102	1078.523036	1067.143282
Hint1	872.6159809	839.3674307	705.1861063	578.530691	852.322156	961.9728907	989.2533924	924.5009055
Hint2	3.184729857	6.537129523	592.2105544	686.0555871	355.6682681	395.8776203	413.5552856	430.6016754
Hint3	639.3345188	602.723342	566.6999459	565.6744534	653.6606008	618.6195738	631.2639051	606.2301019
Hip1	4.777094786	10.45940724	13.66639741	22.20622854	6.408437263	14.59008429	13.66372089	10.69817827
Hip1r	0	0	0	0	0	0	0	0
Hipk1	1621.027497	1570.218511	633.2097466	600.7369195	765.8082529	829.6894598	945.5294856	921.8263609
Hipk2	7.165642179	6.537129523	33.71044694	12.85623758	13.8849474	12.64473972	19.12920925	15.15575255
Hipk3	0	0	0	0	0	0	0	0
Hipk4	0	0	0	0	0	0	0	0
Hira	2618.644125	2647.537457	3952.32213	3888.427493	3805.543661	3605.696163	3820.376361	3777.348444
Hirip3	0	0	0	0	0	0	0	0
Hist1h1a	50.15949525	45.75990666	249.639526	348.2871635	196.5254094	234.4140209	290.5817976	279.9356647
Hist1h1b	822.4564856	895.5867446	508.3899836	480.3557859	553.2617504	611.8108678	611.2237811	633.8670625
Hist1h1c	144.9052085	200.0361634	5369.983088	4118.67102	4498.722959	5543.259357	4251.239026	4134.845901
Hist1h1d	0	0	0	0	0	0	0	0
Hist1h1e	0.796182464	0	0.911093161	0	1.068072877	0	2.732744178	1.783029712
Hist1h1t	0	1.307425905	28.24388798	18.69998193	7.47651014	9.726722858	11.84189144	3.566059423
Hist1h2aa	152.0708507	160.8133863	181.3075389	104.0186495	195.4573365	175.0810114	231.3723404	205.9399317
Hist1h2ab	2443.483983	2353.366628	1575.280075	1531.061021	1760.184102	1860.722083	1872.840677	1923.889059
Hist1h2ac	0	0	0	0	0	0	0	0
Hist1h2ad	0	0	0	0	0	0	0	0
Hist1h2ae	26.27402132	31.37822171	11.84421109	15.19373532	11.74880165	16.53542886	13.66372089	8.915148558
Hist1h2af	42.99385307	36.60792533	102.042434	84.14991869	73.69702853	106.0212792	60.12037192	56.16543592
Hist1h2ag	1859.882237	1770.254675	1064.156812	870.7179087	1346.839898	1297.544829	1544.000461	1494.178898
Hist1h2ah	0.796182464	2.614851809	1.822186321	2.337497741	3.204218632	0.972672286	0	0.891514856
Hist1h2ai	20.70074407	22.22624038	32.79935378	33.89371725	68.35666414	41.82490829	27.32744178	36.55210909
Hist1h2ak	515.1300544	549.1188799	31.88826062	47.9187037	43.79098796	68.08706001	61.94220137	64.18906962
Hist1h2an	2920.397279	3025.383543	1022.246526	985.255298	1747.367227	1557.24833	1724.361576	1870.398167
Hist1h2ao	0	0	0	0	0	0	0	0
Hist1h2ap	654.4619857	581.8045275	286.0832524	204.5310524	391.9827459	466.8826972	589.3618277	550.064666
Hist1h2ba	97.13426065	108.5163501	309.7716746	331.9246793	280.9031667	462.992008	126.6171469	140.8593472
Hist1h2bb	9.554189572	1.307425905	0	1.168748871	0	2.918016857	4.55457363	0
Hist1h2bc	144.9052085	139.8945718	112.0644587	119.2123848	117.4880165	134.2287754	151.2118445	123.0290501
Hist1h2be	812.9022961	775.3035614	389.9478727	292.1872177	535.1045115	576.7946655	666.7895794	618.7113099
Hist1h2bf	231.6890971	248.4109219	338.0155626	351.7934101	277.6989481	267.4848786	340.6821075	318.2708035
Hist1h2bg	12.73891943	3.922277714	0.911093161	2.337497741	3.204218632	1.945344572	3.643658904	7.132118846
Hist1h2bh	1515.13523	1524.458605	939.3370485	841.4991869	1235.760319	1299.490174	1318.093609	1311.418353
Hist1h2bj	357.4859265	347.7752906	146.6859988	165.9623396	181.5723891	171.1903223	186.7375188	218.4211397
Hist1h2bk	6010.381423	6146.209177	1843.141464	1348.736197	4168.68844	4096.895668	3486.070656	3813.009038
Hist1h2bl	368.632481	389.6129196	614.0767902	646.3181255	614.1419044	539.8331186	525.5977969	468.0452993
Hist1h2bm	0.796182464	0	0	0	1.068072877	0	0	0.891514856
Hist1h2bn	8152.112252	8605.477304	9681.275924	10503.5461	10106.10556	7267.807319	7638.930892	7414.729056
Hist1h2bp	0	0	0	0	0	0	0	0
Hist1h2bq	0	0	0	0	0	0	0	0
Hist1h2br	640.1307013	730.8510807	696.0751747	982.9178003	723.0853378	517.461656	416.2880298	404.7477445
Hist1h3a	1438.701713	1419.864532	1990.738556	2215.947859	1885.148628	2162.250491	2682.643868	2989.249312
Hist1h3b	469.7476539	515.1258064	836.3835214	1054.211481	989.0354843	974.6176304	774.2775171	850.5051724
Hist1h3c	0	0	0	0	0	0	0	0
Hist1h3d	7.165642179	3.922277714	10.02202477	10.51873984	6.408437263	4.863361429	4.55457363	11.58969313
Hist1h3e	20.70074407	24.84109219	20.95514269	38.56871273	18.15723891	9.726722858	16.39646507	8.915148558
Hist1h3f	543.7926231	556.9634354	867.3606888	866.0429132	758.3317428	603.0568172	559.3016418	559.8713294
Hist1h3g	0.796182464	0	0	0	0	0	0	0
Hist1h3h	0	0	0	0	0	0	0	0
Hist1h3i	1879.786798	1644.741788	1560.702584	1335.879959	1875.535972	2072.764641	2321.921637	2194.01806
Hist1h4a	334.396635	353.0049942	410.9030154	445.2933197	332.1706648	282.0749629	263.2543558	262.1053676
Hist1h4b	1130.579099	1064.244686	6807.688096	5929.063021	5435.422872	5349.697572	5428.140852	5171.677679
Hist1h4c	527.0727914	509.8961028	239.6175012	241.9310162	232.8398872	340.4353	344.3257664	386.9174474
Hist1h4d	346.339372	384.3832159	2430.796552	2289.579038	1813.587745	1946.317244	1631.448274	1578.87281
Hist1h4f	531.8498862	600.1084902	507.4788904	508.4057588	415.4803492	400.7409817	454.5464483	401.1816851
Hist1h4h	0	0	0	0	0	0	0	0
Hist1h4i	156.051763	118.9757573	564.8777595	649.8243721	680.3624228	904.5852258	384.4060144	399.3986554
Hist1h4j	24.68165639	13.07425905	17.31077005	25.71247516	13.8849474	16.53542886	18.21829452	20.50484168
Hist1h4k	692.678744	655.0203782	204.9959611	107.5248961	334.3068106	333.626594	487.3393784	486.7671113
Hist1h4m	576.4361042	588.3416571	291.5498114	246.6060117	426.161078	413.3857215	482.7848048	492.1162004
Hist1h4n	736.4687795	785.7629687	437.3247171	463.9933017	556.465969	646.8270701	730.5536102	828.217301
Hist2h2aa1	118.6311872	109.823776	195.8850295	234.918523	209.3422839	255.8128112	193.1139219	169.3878226
Hist2h2aa2	1014.33646	1018.48478	529.3451263	377.5058852	668.6136211	654.6084483	794.3176411	711.4288549
Hist2h2ab	253.1860237	247.103496	262.3948302	259.4622493	381.3020172	433.8118395	414.4662003	455.5640913
Hist2h2ac	0	0	0	0	0	0	0	0
Hist2h2bb	0	0	0	0	0	0	0	0
Hist2h2be	0.796182464	3.922277714	244.172967	158.9498464	225.3633771	197.452474	83.80415479	91.82603015
Hist2h3b	5554.965054	6420.768617	6884.219921	5930.23177	7848.199501	8388.325793	7468.589838	7591.248997
Hist2h3c1	0	1.307425905	0	0	0	0	0	0
Hist2h3c2	0	0	0	0	0	0	0	0
Hist2h4	247.6127464	248.4109219	310.6827677	361.143401	393.0508188	411.4403769	311.5328363	358.388972
Hist3h2a	0	0	0	0	0	0	0	0
Hist3h2ba	0	0	0	0	0	0	0	0
Hist3h2bb-ps	274.6829502	251.0257737	281.5277866	285.1747244	290.5158226	304.4464255	290.5817976	261.2138528
Hist4h4	61.30604975	43.14505485	50.11012383	25.71247516	53.40364386	60.30568172	63.76403082	64.18906962
Hivep1	0	0	0	0	0	0	0	0
Hivep2	7.165642179	2.614851809	1.822186321	1.168748871	4.272291509	1.945344572	1.821829452	0
Hivep3	0	0	2.733279482	4.674995483	6.408437263	0.972672286	2.732744178	1.783029712
Hjurp	522.2956966	509.8961028	504.7456109	600.7369195	469.952066	376.4241746	409.000712	397.6156257
Hk1	85.19152368	101.9792206	219.5734517	247.7747606	133.5091096	174.1083392	151.2118445	131.0526838
Hk1os	1.592364929	2.614851809	5.466558963	1.168748871	1.068072877	0	0	3.566059423
Hk2	0.796182464	0	0	1.168748871	0	0	0	0.891514856
Hk3	0	0	0	0	0	0	0	0
Hkdc1	0	0	0	0	0	0	0	0
Hlcs	2006.37981	1793.788341	1803.053365	1474.961075	1758.047956	1648.679524	1941.159281	1891.794524
Hlf	0	0	14.57749057	11.68748871	3.204218632	7.781378286	3.643658904	1.783029712
Hltf	0	1.307425905	1.822186321	8.181242095	1.068072877	3.890689143	3.643658904	1.783029712
Hlx	0.796182464	3.922277714	0.911093161	0	2.136145754	4.863361429	0.910914726	2.674544567
Hmbox1	0	0	1.822186321	0	0	0	0	0
Hmbs	4.777094786	13.07425905	315.2382336	255.9560027	192.2531179	170.21765	58.29854246	73.99573303
Hmces	2.388547393	0	0.911093161	1.168748871	3.204218632	0.972672286	0	1.783029712
Hmcn1	171.1792298	145.1242754	118.4421109	123.8873803	108.9434335	122.556708	123.8844027	128.3781392
Hmg20a	211.7845355	180.4247748	208.6403338	333.0934281	171.9597332	161.4635994	146.6572709	134.6187432
Hmg20b	1156.056938	1021.099631	574.8997843	521.2619963	553.2617504	589.4394052	631.2639051	691.8155281
Hmga1	0	0	2.733279482	0	0	1.945344572	0	0
Hmga1-rs1	281.8485924	254.9480514	204.9959611	161.2873442	194.3892636	177.026356	225.906852	232.6853774
Hmga2	11.1465545	14.38168495	45.55465803	49.08745257	40.58676933	39.87956372	43.72390685	30.3115051
Hmga2-ps1	3795.401807	4340.654003	5041.078457	4160.74598	7933.645332	9356.134717	8131.735759	9126.437579
Hmgb1	0	0	0	0	0	0	0	0
Hmgb1-rs17	0	0	0	0	0	0	0	0
Hmgb2	507.1682298	553.0411576	1041.379483	1387.30491	851.2540831	801.4819635	653.1258585	685.5749241
Hmgb3	0	0	0	0	0	0.972672286	0	0
Hmgb4	3.184729857	5.229703618	824.5393103	674.3680984	817.075751	884.1591078	364.3658904	393.1580514
Hmgcl	0	0	0	0	0	0	0	0
Hmgcll1	128.9815592	156.8911085	8.199838445	15.19373532	17.08916603	7.781378286	11.84189144	10.69817827
Hmgcr	0	0	0	0	0	0	0	0
Hmgcs1	550.1620828	573.9599721	627.7431876	873.0554064	587.4400824	476.60942	462.7446808	438.6253091
Hmgcs2	50.95567772	43.14505485	139.3972536	126.224878	77.96932003	81.70447201	86.53689897	74.88724789
Hmgn1	0	0	0	0	0	0	0	0
Hmgn2	2.388547393	0	2.733279482	2.337497741	0	1.945344572	0	0
Hmgn3	346.339372	326.8564761	340.748842	251.2810072	317.2176445	337.5172832	371.6532082	338.7756452
Hmgn5	8.758007108	6.537129523	48.28793751	57.26869466	21.36145754	17.50810114	15.48555034	15.15575255
Hmgxb3	0	0	0	0	0	0	0	0
Hmgxb4	11.94273696	28.7633699	36.44372642	40.90621047	25.63374905	32.09818543	30.06018596	37.44362394
Hmha1	0	0	0	0	0	0	0	0
Hmmr	1076.438692	1042.018446	788.0955839	726.9617976	833.0968442	913.3392764	933.6875941	894.1894004
Hmox1	517.5186018	537.3520468	471.9462572	444.1245709	1587.156295	1751.782787	506.4685877	598.2064682
Hmox2	0	0	0	0	0	0	0	0
Hmx1	1168.795858	987.106558	732.5189011	674.3680984	844.8456458	791.7552406	921.8457027	912.9112123
Hmx2	0.796182464	0	0.911093161	0	0	0	0	0
Hmx3	10.35037204	6.537129523	5.466558963	7.012493224	3.204218632	6.808706001	9.10914726	7.132118846
Hn1	0.796182464	0	0	0	0	0	0	0
Hn1l	231.6890971	211.8029965	106.5978998	133.2373713	86.51390305	120.6113634	139.3699531	112.3308718
Hnf1a	0	0	0	0	0	0	0	0
Hnf1b	180.7334194	147.7391272	355.3263326	307.380953	178.3681705	225.6599703	187.6484336	204.156902
Hnf4a	0	0	0	0	0	0	0	0
Hnf4aos	110.6693625	99.36436875	110.2422724	105.1873984	120.6922351	131.3107586	128.4389764	118.5714758
Hnf4g	0	0	0	0	0	0	0.910914726	0.891514856
Hnmt	0	0	0	0	0	0	0	0
Hnrnpa0	0	0	0.911093161	0	0	0.972672286	0	0
Hnrnpa1	1.592364929	1.307425905	5.466558963	2.337497741	1.068072877	0.972672286	0.910914726	0
Hnrnpa2b1	84.39534122	62.75644342	191.3295637	253.6185049	187.9808264	191.6164403	108.3988524	136.4017729
Hnrnpa3	1.592364929	1.307425905	1.822186321	0	2.136145754	1.945344572	1.821829452	0.891514856
Hnrnpab	413.218699	371.3089569	341.6599352	241.9310162	291.5838955	348.2166783	468.2101692	426.1441011
Hnrnpc	0.796182464	0	0	0	0	0.972672286	0	0
Hnrnpd	0.796182464	0	0	0	0	0	0	0
Hnrnpdl	0	0	0	0	0	0.972672286	0	0
Hnrnpf	3844.76512	3843.832159	4388.735754	5588.9571	4373.758432	4149.419971	4060.857848	4104.534396
Hnrnph1	477.7094786	435.3728262	362.6150779	329.5871815	474.2243575	433.8118395	425.397177	440.4083388
Hnrnph2	0	0	0	0	0	0	0	0
Hnrnph3	51.75186018	50.98961028	7.288745284	3.506246612	8.544583017	11.67206743	2.732744178	5.349089135
Hnrnpk	0	0	0	0	0	0	0	0.891514856
Hnrnpl	0	1.307425905	0	0	0	0	0	0
Hnrnpll	312.8997085	290.2485508	108.4200861	119.2123848	129.2368181	119.6386912	132.0826353	127.4866244
Hnrnpm	0	0	0	0	0	0	0	0
Hnrnpr	3525.495952	3637.258867	3251.69149	3362.490501	3130.521603	3300.277066	3186.379712	3286.123758
Hnrnpu	323.2500805	285.0188472	379.9258479	243.0997651	404.7996204	413.3857215	543.8160914	493.0077153
Hnrnpul1	448.2507274	430.1431226	283.3499729	231.4122764	355.6682681	346.2713337	413.5552856	402.0732
Hnrnpul2	0.796182464	0	0	0	0	0	0	0
Hoga1	6782.678414	7108.474643	5177.742431	3790.252588	7259.691346	7417.598851	8456.021401	8538.929289
Homer1	367.0401161	435.3728262	227.7732901	164.7935908	230.7037415	272.34824	265.9871	281.7186944
Homer2	0	0	0	0	0	0	0	0
Homer3	464.9705592	512.5109546	140.3083467	107.5248961	135.6452554	202.3158354	344.3257664	331.6435264
Homez	1625.00841	1661.738325	1968.87232	2251.010325	1863.787171	1623.390045	1512.118445	1561.042513
Hook1	13465.03784	15311.26477	13384.86962	13178.81227	20944.90912	18222.0426	15182.21574	17089.44827
Hook2	63.69459715	64.06386932	26.42170166	7.012493224	36.31447782	27.234824	52.83305411	38.3351388
Hook3	0	0	0	0	0	0	0	0
Hopx	0	2.614851809	1.822186321	2.337497741	1.068072877	1.945344572	2.732744178	1.783029712
Hormad1	613.85668	532.1223432	546.6558963	438.2808265	577.8274266	703.2420626	707.7807421	756.8961126
Hormad2	52.54804265	45.75990666	36.44372642	38.56871273	29.90604056	41.82490829	44.63482157	41.00968337
Hotair	3.184729857	2.614851809	0	0	2.136145754	3.890689143	5.465488356	1.783029712
Hottip	2077.240049	2148.100761	1789.386967	2061.673008	1706.780458	1420.101537	1153.218043	1190.172332
Hoxa1	0	0	0.911093161	0	0	0.972672286	0.910914726	0
Hoxa10	2945.875118	2680.223104	1916.94001	1650.273405	2289.948249	2014.404304	1958.466661	1751.826692
Hoxa11	585.9902937	589.649083	385.3924069	434.7745799	293.7200412	284.9929797	252.3233791	250.5156745
Hoxa11os	367.0401161	364.7718274	170.374421	102.8499006	190.1169721	225.6599703	241.3924024	239.8174962
Hoxa13	824.0488506	790.9926723	357.1485189	437.1120776	494.5177421	533.0244126	531.0632853	589.2913197
Hoxa2	0	0	0	0	0	0	0	0
Hoxa3	0	0	0	0	0	0	0	0
Hoxa4	8334.438037	8204.097551	5323.517337	5605.319584	5587.089221	5582.166248	5552.93617	5754.728394
Hoxa5	0.796182464	5.229703618	8.199838445	18.69998193	4.272291509	7.781378286	3.643658904	6.240603991
Hoxa6	90.76480093	94.13466513	190.4184706	161.2873442	164.4832231	164.3816163	136.6372089	143.5338918
Hoxa7	0.796182464	5.229703618	0.911093161	4.674995483	1.068072877	0.972672286	1.821829452	3.566059423
Hoxa9	0	0	0	0	0	0	0	0
Hoxb1	0	0	0	0	0	0.972672286	0	0
Hoxb13	0	0	0	0	0	0	0	0
Hoxb2	1.592364929	0	10.02202477	17.53123306	10.68072877	1.945344572	18.21829452	15.15575255
Hoxb3	41.40148814	35.30049942	25.5106085	18.69998193	21.36145754	32.09818543	29.14927123	36.55210909
Hoxb4	704.6214809	668.0946372	336.1933762	319.0684417	364.2128511	381.287536	366.1877198	351.2568532
Hoxb5	0	0	2.733279482	1.168748871	3.204218632	7.781378286	0.910914726	0.891514856
Hoxb6	539.0155283	556.9634354	552.1224553	473.3432926	642.9798721	753.8210215	806.1595325	810.3870039
Hoxb7	2683.931087	2663.226568	1669.12267	1701.698356	1964.186021	2482.259673	2762.804364	2836.800271
Hoxb8	0	0	0	0	0	0	0	0
Hoxb9	1320.070526	1279.969961	983.0695202	994.605289	1064.868659	1107.873734	1267.082384	1302.503204
Hoxc10	3000.811708	2518.102292	2770.634301	1922.591892	3034.395044	3065.863045	3361.275339	3003.513549
Hoxc11	29.45875118	11.76683314	209.5514269	162.456093	177.3000976	257.7581557	152.1227592	127.4866244
Hoxc12	1072.457779	1010.640224	563.9666664	659.1743631	615.2099773	553.4505306	552.9252387	616.0367654
Hoxc13	358.2821089	371.3089569	178.5742595	155.4435998	174.095879	195.5071294	193.1139219	212.1805357
Hoxc4	74.04496918	82.36783199	112.0644587	87.6561653	110.0115063	131.3107586	149.3900151	154.2320701
Hoxc5	0.796182464	1.307425905	21.86623585	24.54372628	20.29338467	28.20749629	20.9510387	8.023633702
Hoxc6	3203.042054	2960.012248	1971.605599	1459.767339	2469.384492	2556.182767	2920.392612	2725.360914
Hoxc8	0	0	0	1.168748871	0	0	0	0
Hoxc9	1.592364929	0	0	0	0	1.945344572	0	1.783029712
Hoxd1	224.5234549	215.7252743	217.7512654	195.1810614	317.2176445	279.156946	262.3434411	266.5629419
Hoxd10	0	0	8.199838445	4.674995483	1.068072877	2.918016857	3.643658904	3.566059423
Hoxd11	75.63733411	73.21585066	69.2430802	68.95618337	45.92713372	68.08706001	74.69500753	82.01936673
Hoxd12	925.960206	1008.025372	832.7391487	744.4930306	883.2962694	1046.59538	1200.585609	1166.101431
Hoxd13	0.796182464	0	0.911093161	1.168748871	0	0	0	0
Hoxd3	0	0	0	0	0	0	0	0
Hoxd3os1	14525.55288	15492.99697	4193.761818	4098.80229	5919.259885	8259.933051	8717.453928	9499.090789
Hoxd4	808.9213837	870.7456524	436.4136239	316.730944	532.9683657	554.4232029	572.9653626	555.4137552
Hoxd8	0	0	0	0	0	0	0	0
